step,epoch,train_loss_step,lr-Adam,val_loss,train_loss_epoch,test_loss
30975,483,,,,0.22440336644649506,
30976,,,0.001,,,
30999,,,0.001,,,
30999,484,0.18682678043842316,,,,
31039,484,,,0.034060996025800705,,
31039,484,,,,0.22545407712459564,
31040,,,0.001,,,
31049,,,0.001,,,
31049,485,0.1862783133983612,,,,
31099,,,0.001,,,
31099,485,0.21924322843551636,,,,
31103,485,,,0.035724882036447525,,
31103,485,,,,0.22293107211589813,
31104,,,0.001,,,
31149,,,0.001,,,
31149,486,0.23083266615867615,,,,
31167,486,,,0.034689728170633316,,
31167,486,,,,0.22483178973197937,
31168,,,0.001,,,
31199,,,0.001,,,
31199,487,0.21454784274101257,,,,
31231,487,,,0.03692586347460747,,
31231,487,,,,0.22428101301193237,
31232,,,0.001,,,
31249,,,0.001,,,
31249,488,0.2733936905860901,,,,
31295,488,,,0.034041907638311386,,
31295,488,,,,0.22245769202709198,
31296,,,0.001,,,
31299,,,0.001,,,
31299,489,0.253130704164505,,,,
31349,,,0.001,,,
31349,489,0.22130952775478363,,,,
31359,489,,,0.034930434077978134,,
31359,489,,,,0.2215317040681839,
31360,,,0.001,,,
31399,,,0.001,,,
31399,490,0.23838068544864655,,,,
31423,490,,,0.03462573140859604,,
31423,490,,,,0.22191210091114044,
31424,,,0.001,,,
31449,,,0.001,,,
31449,491,0.1581377387046814,,,,
31487,491,,,0.03503265604376793,,
31487,491,,,,0.22182710468769073,
31488,,,0.001,,,
31499,,,0.001,,,
31499,492,0.12149783968925476,,,,
31549,,,0.001,,,
31549,492,0.24506837129592896,,,,
31551,492,,,0.0341322124004364,,
31551,492,,,,0.22389009594917297,
31552,,,0.001,,,
31599,,,0.001,,,
31599,493,0.23207421600818634,,,,
31615,493,,,0.03626985102891922,,
31615,493,,,,0.22292231023311615,
31616,,,0.001,,,
31649,,,0.001,,,
31649,494,0.13152438402175903,,,,
31679,494,,,0.035262174904346466,,
31679,494,,,,0.22388477623462677,
31680,,,0.001,,,
31699,,,0.001,,,
31699,495,0.2684168517589569,,,,
31743,495,,,0.035772815346717834,,
31743,495,,,,0.22441299259662628,
31744,,,0.001,,,
31749,,,0.001,,,
31749,496,0.27742713689804077,,,,
31799,,,0.001,,,
31799,496,0.30754777789115906,,,,
31807,496,,,0.035568948835134506,,
31807,496,,,,0.22492662072181702,
31808,,,0.001,,,
31849,,,0.001,,,
31849,497,0.19594548642635345,,,,
31871,497,,,0.03570600226521492,,
31871,497,,,,0.22213897109031677,
31872,,,0.001,,,
31899,,,0.001,,,
31899,498,0.11461639404296875,,,,
31935,498,,,0.035948097705841064,,
31935,498,,,,0.2228122502565384,
31936,,,0.001,,,
31949,,,0.001,,,
31949,499,0.1754980981349945,,,,
31999,,,0.001,,,
31999,499,0.23622938990592957,,,,
31999,499,,,0.03489580750465393,,
31999,499,,,,0.2239811271429062,
32000,,,0.001,,,
32049,,,0.001,,,
32049,500,0.1182052344083786,,,,
32063,500,,,0.034309305250644684,,
32063,500,,,,0.2220677137374878,
32064,,,0.001,,,
32099,,,0.001,,,
32099,501,0.17806309461593628,,,,
32127,501,,,0.03572249412536621,,
32127,501,,,,0.22358985245227814,
32128,,,0.001,,,
32149,,,0.001,,,
32149,502,0.17694997787475586,,,,
32191,502,,,0.03356672823429108,,
32191,502,,,,0.22191354632377625,
32192,,,0.001,,,
32199,,,0.001,,,
32199,503,0.2955380082130432,,,,
32249,,,0.001,,,
32249,503,0.24655674397945404,,,,
32255,503,,,0.03477972373366356,,
32255,503,,,,0.22248698770999908,
32256,,,0.001,,,
32299,,,0.001,,,
32299,504,0.24451161921024323,,,,
32319,504,,,0.035683490335941315,,
32319,504,,,,0.22580957412719727,
32320,,,0.001,,,
32349,,,0.001,,,
32349,505,0.16842490434646606,,,,
32383,505,,,0.033595580607652664,,
32383,505,,,,0.22450688481330872,
32384,,,0.001,,,
32399,,,0.001,,,
32399,506,0.22586923837661743,,,,
32447,506,,,0.0366143062710762,,
32447,506,,,,0.21954345703125,
32448,,,0.001,,,
32449,,,0.001,,,
32449,507,0.26774194836616516,,,,
32499,,,0.001,,,
32499,507,0.17226731777191162,,,,
32511,507,,,0.038585271686315536,,
32511,507,,,,0.22445237636566162,
32512,,,0.001,,,
32549,,,0.001,,,
32549,508,0.18499192595481873,,,,
32575,508,,,0.035997163504362106,,
32575,508,,,,0.22407548129558563,
32576,,,0.001,,,
32599,,,0.001,,,
32599,509,0.18570387363433838,,,,
32639,509,,,0.034228574484586716,,
32639,509,,,,0.2245153784751892,
32640,,,0.001,,,
32649,,,0.001,,,
32649,510,0.2749066948890686,,,,
32699,,,0.001,,,
32699,510,0.16609062254428864,,,,
32703,510,,,0.033645205199718475,,
32703,510,,,,0.22461946308612823,
32704,,,0.001,,,
32749,,,0.001,,,
32749,511,0.2583696246147156,,,,
32767,511,,,0.033752646297216415,,
32767,511,,,,0.22270162403583527,
32768,,,0.001,,,
32799,,,0.001,,,
32799,512,0.25180745124816895,,,,
32831,512,,,0.033717717975378036,,
32831,512,,,,0.22363974153995514,
32832,,,0.001,,,
32849,,,0.001,,,
32849,513,0.2299361377954483,,,,
32895,513,,,0.03614181652665138,,
32895,513,,,,0.22579146921634674,
32896,,,0.001,,,
32899,,,0.001,,,
32899,514,0.19972021877765656,,,,
32949,,,0.001,,,
32949,514,0.26450315117836,,,,
32959,514,,,0.03613179549574852,,
32959,514,,,,0.22322849929332733,
32960,,,0.001,,,
32999,,,0.001,,,
32999,515,0.24527236819267273,,,,
33023,515,,,0.034421052783727646,,
33023,515,,,,0.225260391831398,
33024,,,0.001,,,
33049,,,0.001,,,
33049,516,0.2990822494029999,,,,
33087,516,,,0.034594468772411346,,
33087,516,,,,0.22452592849731445,
33088,,,0.001,,,
33099,,,0.001,,,
33099,517,0.194644957780838,,,,
33149,,,0.001,,,
33149,517,0.2828475832939148,,,,
33151,517,,,0.03421289473772049,,
33151,517,,,,0.22187645733356476,
33152,,,0.001,,,
33199,,,0.001,,,
33199,518,0.17121660709381104,,,,
33215,518,,,0.034329380840063095,,
33215,518,,,,0.22084002196788788,
33216,,,0.001,,,
33249,,,0.001,,,
33249,519,0.24343343079090118,,,,
33279,519,,,0.03477920591831207,,
33279,519,,,,0.21884900331497192,
33280,,,0.001,,,
33299,,,0.001,,,
33299,520,0.23716028034687042,,,,
33343,520,,,0.033516932278871536,,
33343,520,,,,0.22344668209552765,
33344,,,0.001,,,
33349,,,0.001,,,
33349,521,0.1560239940881729,,,,
33399,,,0.001,,,
33399,521,0.19540688395500183,,,,
33407,521,,,0.03496788442134857,,
33407,521,,,,0.22365351021289825,
33408,,,0.001,,,
33449,,,0.001,,,
33449,522,0.3025873899459839,,,,
33471,522,,,0.03637799248099327,,
33471,522,,,,0.22285759449005127,
33472,,,0.001,,,
33499,,,0.001,,,
33499,523,0.2856851816177368,,,,
33535,523,,,0.034456122666597366,,
33535,523,,,,0.22303378582000732,
33536,,,0.001,,,
33549,,,0.001,,,
33549,524,0.24515824019908905,,,,
33599,,,0.001,,,
33599,524,0.2979614734649658,,,,
33599,524,,,0.034639857709407806,,
33599,524,,,,0.22202478349208832,
33600,,,0.001,,,
33649,,,0.001,,,
33649,525,0.15246285498142242,,,,
33663,525,,,0.03650506213307381,,
33663,525,,,,0.22298558056354523,
33664,,,0.001,,,
33699,,,0.001,,,
33699,526,0.26453763246536255,,,,
33727,526,,,0.033092793077230453,,
33727,526,,,,0.22492656111717224,
33728,,,0.001,,,
33749,,,0.001,,,
33749,527,0.22746916115283966,,,,
33791,527,,,0.035960666835308075,,
33791,527,,,,0.22361737489700317,
33792,,,0.001,,,
33799,,,0.001,,,
33799,528,0.20814499258995056,,,,
33849,,,0.001,,,
33849,528,0.16311036050319672,,,,
33855,528,,,0.03860544413328171,,
33855,528,,,,0.22318750619888306,
33856,,,0.001,,,
33899,,,0.001,,,
33899,529,0.17865942418575287,,,,
33919,529,,,0.03570510447025299,,
33919,529,,,,0.22309930622577667,
33920,,,0.001,,,
33949,,,0.001,,,
33949,530,0.21300983428955078,,,,
33983,530,,,0.03434084355831146,,
33983,530,,,,0.224216029047966,
33984,,,0.001,,,
33999,,,0.001,,,
33999,531,0.14079271256923676,,,,
34047,531,,,0.03354752063751221,,
34047,531,,,,0.22315266728401184,
34048,,,0.001,,,
34049,,,0.001,,,
34049,532,0.24819126725196838,,,,
34099,,,0.001,,,
34099,532,0.13066138327121735,,,,
34111,532,,,0.03416460007429123,,
34111,532,,,,0.22071537375450134,
34112,,,0.001,,,
34149,,,0.001,,,
34149,533,0.11868040263652802,,,,
34175,533,,,0.03334961086511612,,
34175,533,,,,0.22277545928955078,
34176,,,0.001,,,
34199,,,0.001,,,
34199,534,0.18144434690475464,,,,
34239,534,,,0.03402578830718994,,
34239,534,,,,0.2234392613172531,
34240,,,0.001,,,
34249,,,0.001,,,
34249,535,0.1533186286687851,,,,
34299,,,0.001,,,
34299,535,0.1560477316379547,,,,
34303,535,,,0.0348944216966629,,
34303,535,,,,0.2221536636352539,
34304,,,0.001,,,
34349,,,0.001,,,
34349,536,0.2437792271375656,,,,
34367,536,,,0.03389471769332886,,
34367,536,,,,0.2235521376132965,
34368,,,0.001,,,
34399,,,0.001,,,
34399,537,0.2534448802471161,,,,
34431,537,,,0.035391248762607574,,
34431,537,,,,0.22113357484340668,
34432,,,0.001,,,
34449,,,0.001,,,
34449,538,0.30703186988830566,,,,
34495,538,,,0.036719322204589844,,
34495,538,,,,0.22458569705486298,
34496,,,0.001,,,
34499,,,0.001,,,
34499,539,0.2098979651927948,,,,
34549,,,0.001,,,
34549,539,0.2366340458393097,,,,
34559,539,,,0.03374657779932022,,
34559,539,,,,0.22391675412654877,
34560,,,0.001,,,
34599,,,0.001,,,
34599,540,0.1949377804994583,,,,
34623,540,,,0.03370668366551399,,
34623,540,,,,0.22141443192958832,
34624,,,0.001,,,
34649,,,0.001,,,
34649,541,0.19315607845783234,,,,
34687,541,,,0.03385050594806671,,
34687,541,,,,0.2235572189092636,
34688,,,0.001,,,
34699,,,0.001,,,
34699,542,0.1839827597141266,,,,
34749,,,0.001,,,
34749,542,0.2938196063041687,,,,
34751,542,,,0.034542933106422424,,
34751,542,,,,0.22321872413158417,
34752,,,0.001,,,
34799,,,0.001,,,
34799,543,0.24761922657489777,,,,
34815,543,,,0.034228503704071045,,
34815,543,,,,0.22019334137439728,
34816,,,0.001,,,
34849,,,0.001,,,
34849,544,0.2983340322971344,,,,
34879,544,,,0.036093346774578094,,
34879,544,,,,0.22219835221767426,
34880,,,0.001,,,
34899,,,0.001,,,
34899,545,0.3004313111305237,,,,
34943,545,,,0.03386731073260307,,
34943,545,,,,0.22367799282073975,
34944,,,0.001,,,
34949,,,0.001,,,
34949,546,0.2218925803899765,,,,
34999,,,0.001,,,
34999,546,0.26061946153640747,,,,
35007,546,,,0.03397433087229729,,
35007,546,,,,0.22044920921325684,
35008,,,0.001,,,
35049,,,0.001,,,
35049,547,0.21151451766490936,,,,
35071,547,,,0.03377530351281166,,
35071,547,,,,0.22290033102035522,
35072,,,0.001,,,
35099,,,0.001,,,
35099,548,0.18644730746746063,,,,
35135,548,,,0.03336915001273155,,
35135,548,,,,0.22251148521900177,
35136,,,0.001,,,
35149,,,0.001,,,
35149,549,0.29789867997169495,,,,
35199,,,0.001,,,
35199,549,0.23099596798419952,,,,
35199,549,,,0.03463719040155411,,
35199,549,,,,0.2206954061985016,
35200,,,0.001,,,
35249,,,0.001,,,
35249,550,0.19917698204517365,,,,
35263,550,,,0.03415106236934662,,
35263,550,,,,0.22373606264591217,
35264,,,0.001,,,
35299,,,0.001,,,
35299,551,0.13924546539783478,,,,
35327,551,,,0.03375744819641113,,
35327,551,,,,0.22419165074825287,
35328,,,0.001,,,
35349,,,0.001,,,
35349,552,0.26201748847961426,,,,
35391,552,,,0.03428427502512932,,
35391,552,,,,0.22346824407577515,
35392,,,0.001,,,
35399,,,0.001,,,
35399,553,0.23760369420051575,,,,
35449,,,0.001,,,
35449,553,0.17174959182739258,,,,
35455,553,,,0.03295509144663811,,
35455,553,,,,0.2223125398159027,
35456,,,0.001,,,
35499,,,0.001,,,
35499,554,0.1809777319431305,,,,
35519,554,,,0.03353729844093323,,
35519,554,,,,0.22280479967594147,
35520,,,0.001,,,
35549,,,0.001,,,
35549,555,0.14137224853038788,,,,
35583,555,,,0.03443637117743492,,
35583,555,,,,0.22170677781105042,
35584,,,0.001,,,
35599,,,0.001,,,
35599,556,0.3623119592666626,,,,
35647,556,,,0.03320585563778877,,
35647,556,,,,0.2208056002855301,
35648,,,0.001,,,
35649,,,0.001,,,
35649,557,0.19065290689468384,,,,
35699,,,0.001,,,
35699,557,0.12682291865348816,,,,
35711,557,,,0.033399615436792374,,
35711,557,,,,0.2211064100265503,
35712,,,0.001,,,
35749,,,0.001,,,
35749,558,0.29611316323280334,,,,
35775,558,,,0.03383002057671547,,
35775,558,,,,0.22303390502929688,
35776,,,0.001,,,
35799,,,0.001,,,
35799,559,0.219481959939003,,,,
35839,559,,,0.03462648764252663,,
35839,559,,,,0.22070901095867157,
35840,,,0.001,,,
35849,,,0.001,,,
35849,560,0.23870226740837097,,,,
35899,,,0.001,,,
35899,560,0.2428058385848999,,,,
35903,560,,,0.034692730754613876,,
35903,560,,,,0.2234317660331726,
35904,,,0.001,,,
35949,,,0.001,,,
35949,561,0.264965295791626,,,,
35967,561,,,0.03488869592547417,,
35967,561,,,,0.2220095992088318,
35968,,,0.001,,,
35999,,,0.001,,,
35999,562,0.24248582124710083,,,,
36031,562,,,0.03393843397498131,,
36031,562,,,,0.22355659306049347,
36032,,,0.001,,,
36049,,,0.001,,,
36049,563,0.16164185106754303,,,,
36095,563,,,0.03417212516069412,,
36095,563,,,,0.22220714390277863,
36096,,,0.001,,,
36099,,,0.001,,,
36099,564,0.24189387261867523,,,,
36149,,,0.001,,,
36149,564,0.30333277583122253,,,,
36159,564,,,0.035734374076128006,,
36159,564,,,,0.2239837348461151,
36160,,,0.001,,,
36199,,,0.001,,,
36199,565,0.1155247837305069,,,,
36223,565,,,0.03341352939605713,,
36223,565,,,,0.22111791372299194,
36224,,,0.001,,,
36249,,,0.001,,,
36249,566,0.21890704333782196,,,,
36287,566,,,0.03350917994976044,,
36287,566,,,,0.22106002271175385,
36288,,,0.001,,,
36299,,,0.001,,,
36299,567,0.1883269101381302,,,,
36349,,,0.001,,,
36349,567,0.19362063705921173,,,,
36351,567,,,0.03365764394402504,,
36351,567,,,,0.22187188267707825,
36352,,,0.001,,,
36399,,,0.001,,,
36399,568,0.1805993765592575,,,,
36415,568,,,0.03575669229030609,,
36415,568,,,,0.22307747602462769,
36416,,,0.001,,,
36449,,,0.001,,,
36449,569,0.25390297174453735,,,,
36479,569,,,0.03339243307709694,,
36479,569,,,,0.22611622512340546,
36480,,,0.001,,,
36499,,,0.001,,,
36499,570,0.22611874341964722,,,,
36543,570,,,0.03306096792221069,,
36543,570,,,,0.22013060748577118,
36544,,,0.001,,,
36549,,,0.001,,,
36549,571,0.14657777547836304,,,,
36599,,,0.001,,,
36599,571,0.2285183072090149,,,,
36607,571,,,0.03870777413249016,,
36607,571,,,,0.22353342175483704,
36608,,,0.001,,,
36649,,,0.001,,,
36649,572,0.2626519203186035,,,,
36671,572,,,0.03276638686656952,,
36671,572,,,,0.2220684438943863,
36672,,,0.001,,,
36699,,,0.001,,,
36699,573,0.26458415389060974,,,,
36735,573,,,0.034166499972343445,,
36735,573,,,,0.22017140686511993,
36736,,,0.001,,,
36749,,,0.001,,,
36749,574,0.2480609118938446,,,,
36799,,,0.001,,,
36799,574,0.3109712302684784,,,,
36799,574,,,0.03494268283247948,,
36799,574,,,,0.22536329925060272,
36800,,,0.001,,,
36849,,,0.001,,,
36849,575,0.21660535037517548,,,,
36863,575,,,0.033057522028684616,,
36863,575,,,,0.22133010625839233,
36864,,,0.001,,,
36899,,,0.001,,,
36899,576,0.26289281249046326,,,,
36927,576,,,0.03342871367931366,,
36927,576,,,,0.22292383015155792,
36928,,,0.001,,,
36949,,,0.001,,,
36949,577,0.12146514654159546,,,,
36991,577,,,0.037058569490909576,,
36991,577,,,,0.21979893743991852,
36992,,,0.001,,,
36999,,,0.001,,,
36999,578,0.1344449520111084,,,,
37049,,,0.001,,,
37049,578,0.1983993500471115,,,,
37055,578,,,0.03408965840935707,,
37055,578,,,,0.2199881672859192,
37056,,,0.001,,,
37099,,,0.001,,,
37099,579,0.21892908215522766,,,,
37119,579,,,0.03408123552799225,,
37119,579,,,,0.22384792566299438,
37120,,,0.001,,,
37149,,,0.001,,,
37149,580,0.24940484762191772,,,,
37183,580,,,0.034528929740190506,,
37183,580,,,,0.2249876856803894,
37184,,,0.001,,,
37199,,,0.001,,,
37199,581,0.24740099906921387,,,,
37247,581,,,0.03422488644719124,,
37247,581,,,,0.2235085815191269,
37248,,,0.001,,,
37249,,,0.001,,,
37249,582,0.1421424001455307,,,,
37299,,,0.001,,,
37299,582,0.2880852520465851,,,,
37311,582,,,0.03328929468989372,,
37311,582,,,,0.2231293022632599,
37312,,,0.001,,,
37349,,,0.001,,,
37349,583,0.13276873528957367,,,,
37375,583,,,0.034780655056238174,,
37375,583,,,,0.22299161553382874,
37376,,,0.001,,,
37399,,,0.001,,,
37399,584,0.2865605056285858,,,,
37439,584,,,0.0345882773399353,,
37439,584,,,,0.2212684601545334,
37440,,,0.001,,,
37449,,,0.001,,,
37449,585,0.22884854674339294,,,,
37499,,,0.001,,,
37499,585,0.18968994915485382,,,,
37503,585,,,0.03706354647874832,,
37503,585,,,,0.22204755246639252,
37504,,,0.001,,,
37549,,,0.001,,,
37549,586,0.2830008566379547,,,,
37567,586,,,0.03557754307985306,,
37567,586,,,,0.22432464361190796,
37568,,,0.001,,,
37599,,,0.001,,,
37599,587,0.25313785672187805,,,,
37631,587,,,0.034215137362480164,,
37631,587,,,,0.22007693350315094,
37632,,,0.001,,,
37649,,,0.001,,,
37649,588,0.3128920793533325,,,,
37695,588,,,0.03366055712103844,,
37695,588,,,,0.22407251596450806,
37696,,,0.001,,,
37699,,,0.001,,,
37699,589,0.18411430716514587,,,,
37749,,,0.001,,,
37749,589,0.2517331838607788,,,,
37759,589,,,0.03416919335722923,,
37759,589,,,,0.22107933461666107,
37760,,,0.001,,,
37799,,,0.001,,,
37799,590,0.18954524397850037,,,,
37823,590,,,0.034490544348955154,,
37823,590,,,,0.22321166098117828,
37824,,,0.001,,,
37849,,,0.001,,,
37849,591,0.27107399702072144,,,,
37887,591,,,0.03529491275548935,,
37887,591,,,,0.22395958006381989,
37888,,,0.001,,,
37899,,,0.001,,,
37899,592,0.24785953760147095,,,,
37949,,,0.001,,,
37949,592,0.2127586305141449,,,,
37951,592,,,0.0338643416762352,,
37951,592,,,,0.22269581258296967,
37952,,,0.001,,,
37999,,,0.001,,,
37999,593,0.26859143376350403,,,,
38015,593,,,0.033893413841724396,,
38015,593,,,,0.22580206394195557,
38016,,,0.001,,,
38049,,,0.001,,,
38049,594,0.10176950693130493,,,,
38079,594,,,0.033346787095069885,,
38079,594,,,,0.22037015855312347,
38080,,,0.001,,,
38099,,,0.001,,,
38099,595,0.2729016840457916,,,,
38143,595,,,0.03420455753803253,,
38143,595,,,,0.2207449972629547,
38144,,,0.001,,,
38149,,,0.001,,,
38149,596,0.2528764009475708,,,,
38199,,,0.001,,,
38199,596,0.2808575928211212,,,,
38207,596,,,0.03341115638613701,,
38207,596,,,,0.2217254489660263,
38208,,,0.001,,,
38249,,,0.001,,,
38249,597,0.19063010811805725,,,,
38271,597,,,0.03367537632584572,,
38271,597,,,,0.22295738756656647,
38272,,,0.001,,,
38299,,,0.001,,,
38299,598,0.28906041383743286,,,,
38335,598,,,0.0333697646856308,,
38335,598,,,,0.22311733663082123,
38336,,,0.001,,,
38349,,,0.001,,,
38349,599,0.20747774839401245,,,,
38399,,,0.001,,,
38399,599,0.29242491722106934,,,,
38399,599,,,0.03403250128030777,,
38399,599,,,,0.22194871306419373,
38400,,,0.001,,,
38449,,,0.001,,,
38449,600,0.2532500922679901,,,,
38463,600,,,0.034642308950424194,,
38463,600,,,,0.22087763249874115,
38464,,,0.001,,,
38499,,,0.001,,,
38499,601,0.1350020468235016,,,,
38527,601,,,0.03320266306400299,,
38527,601,,,,0.22291569411754608,
38528,,,0.001,,,
38549,,,0.001,,,
38549,602,0.19168253242969513,,,,
38591,602,,,0.033969033509492874,,
38591,602,,,,0.22148331999778748,
38592,,,0.001,,,
38599,,,0.001,,,
38599,603,0.3104954659938812,,,,
38649,,,0.001,,,
38649,603,0.28400400280952454,,,,
38655,603,,,0.03434635326266289,,
38655,603,,,,0.22196511924266815,
38656,,,0.001,,,
38699,,,0.001,,,
38699,604,0.19314724206924438,,,,
38719,604,,,0.034627094864845276,,
38719,604,,,,0.22174647450447083,
38720,,,0.001,,,
38749,,,0.001,,,
38749,605,0.25626423954963684,,,,
38783,605,,,0.03332928195595741,,
38783,605,,,,0.21986348927021027,
38784,,,0.001,,,
38799,,,0.001,,,
38799,606,0.27948030829429626,,,,
38847,606,,,0.036040470004081726,,
38847,606,,,,0.21924130618572235,
38848,,,0.001,,,
38849,,,0.001,,,
38849,607,0.10057161748409271,,,,
38899,,,0.001,,,
38899,607,0.19894544780254364,,,,
38911,607,,,0.03364678472280502,,
38911,607,,,,0.2226196676492691,
38912,,,0.001,,,
38949,,,0.001,,,
38949,608,0.21026577055454254,,,,
38975,608,,,0.03622224181890488,,
38975,608,,,,0.22139589488506317,
38976,,,0.001,,,
38999,,,0.001,,,
38999,609,0.2425965964794159,,,,
39039,609,,,0.033656660467386246,,
39039,609,,,,0.22097307443618774,
39040,,,0.001,,,
39049,,,0.001,,,
39049,610,0.28021150827407837,,,,
39099,,,0.001,,,
39099,610,0.22361603379249573,,,,
39103,610,,,0.03770416975021362,,
39103,610,,,,0.22117586433887482,
39104,,,0.001,,,
39149,,,0.001,,,
39149,611,0.12250053882598877,,,,
39167,611,,,0.03499520197510719,,
39167,611,,,,0.2238883376121521,
39168,,,0.001,,,
39199,,,0.001,,,
39199,612,0.2277979999780655,,,,
39231,612,,,0.03662573918700218,,
39231,612,,,,0.22115583717823029,
39232,,,0.001,,,
39249,,,0.001,,,
39249,613,0.18617217242717743,,,,
39295,613,,,0.035605765879154205,,
39295,613,,,,0.22224700450897217,
39296,,,0.001,,,
39299,,,0.001,,,
39299,614,0.28507593274116516,,,,
39349,,,0.001,,,
39349,614,0.2016320675611496,,,,
39359,614,,,0.0349922850728035,,
39359,614,,,,0.22218482196331024,
39360,,,0.001,,,
39399,,,0.001,,,
39399,615,0.26541098952293396,,,,
39423,615,,,0.032915275543928146,,
39423,615,,,,0.2227943241596222,
39424,,,0.001,,,
39449,,,0.001,,,
39449,616,0.2529340386390686,,,,
39487,616,,,0.03426218032836914,,
39487,616,,,,0.22011975944042206,
39488,,,0.001,,,
39499,,,0.001,,,
39499,617,0.17253829538822174,,,,
39549,,,0.001,,,
39549,617,0.3480410575866699,,,,
39551,617,,,0.03309542313218117,,
39551,617,,,,0.21968397498130798,
39552,,,0.001,,,
39599,,,0.001,,,
39599,618,0.20967507362365723,,,,
39615,618,,,0.033545028418302536,,
39615,618,,,,0.222246915102005,
39616,,,0.001,,,
39649,,,0.001,,,
39649,619,0.24591867625713348,,,,
39679,619,,,0.0348379984498024,,
39679,619,,,,0.22035165131092072,
39680,,,0.001,,,
39699,,,0.001,,,
39699,620,0.18457356095314026,,,,
39743,620,,,0.033478718250989914,,
39743,620,,,,0.22026412189006805,
39744,,,0.001,,,
39749,,,0.001,,,
39749,621,0.17078828811645508,,,,
39799,,,0.001,,,
39799,621,0.2432248890399933,,,,
39807,621,,,0.032560158520936966,,
39807,621,,,,0.22216399013996124,
39808,,,0.001,,,
39849,,,0.001,,,
39849,622,0.19469797611236572,,,,
39871,622,,,0.03338443487882614,,
39871,622,,,,0.22155873477458954,
39872,,,0.001,,,
39899,,,0.001,,,
39899,623,0.26212257146835327,,,,
39935,623,,,0.03346913680434227,,
39935,623,,,,0.2220272421836853,
39936,,,0.001,,,
39949,,,0.001,,,
39949,624,0.14958615601062775,,,,
39999,,,0.001,,,
39999,624,0.20842353999614716,,,,
39999,624,,,0.034711454063653946,,
39999,624,,,,0.2213892787694931,
40000,,,0.001,,,
40049,,,0.001,,,
40049,625,0.12059991806745529,,,,
40063,625,,,0.033352892845869064,,
40063,625,,,,0.21972110867500305,
40064,,,0.001,,,
40099,,,0.001,,,
40099,626,0.22985264658927917,,,,
40127,626,,,0.032959528267383575,,
40127,626,,,,0.22264531254768372,
40128,,,0.001,,,
40149,,,0.001,,,
40149,627,0.28722891211509705,,,,
40191,627,,,0.033811990171670914,,
40191,627,,,,0.22089645266532898,
40192,,,0.001,,,
40199,,,0.001,,,
40199,628,0.22743068635463715,,,,
40249,,,0.001,,,
40249,628,0.19006554782390594,,,,
40255,628,,,0.03350755572319031,,
40255,628,,,,0.22137700021266937,
40256,,,0.001,,,
40299,,,0.001,,,
40299,629,0.2037237584590912,,,,
40319,629,,,0.0339069627225399,,
40319,629,,,,0.22091467678546906,
40320,,,0.001,,,
40349,,,0.001,,,
40349,630,0.29463276267051697,,,,
40383,630,,,0.033176880329847336,,
40383,630,,,,0.22131851315498352,
40384,,,0.001,,,
40399,,,0.001,,,
40399,631,0.1966792494058609,,,,
40447,631,,,0.033164285123348236,,
40447,631,,,,0.22331735491752625,
40448,,,0.001,,,
40449,,,0.001,,,
40449,632,0.25708726048469543,,,,
40499,,,0.001,,,
40499,632,0.22666622698307037,,,,
40511,632,,,0.033854663372039795,,
40511,632,,,,0.22195374965667725,
40512,,,0.001,,,
40549,,,0.001,,,
40549,633,0.21205297112464905,,,,
40575,633,,,0.03483014181256294,,
40575,633,,,,0.2198074609041214,
40576,,,0.001,,,
40599,,,0.001,,,
40599,634,0.2019203156232834,,,,
40639,634,,,0.033338095992803574,,
40639,634,,,,0.2244318127632141,
40640,,,0.001,,,
40649,,,0.001,,,
40649,635,0.19422857463359833,,,,
40699,,,0.001,,,
40699,635,0.11663063615560532,,,,
40703,635,,,0.03297092765569687,,
40703,635,,,,0.22092613577842712,
40704,,,0.001,,,
40749,,,0.001,,,
40749,636,0.19595086574554443,,,,
40767,636,,,0.03271503373980522,,
40767,636,,,,0.22210507094860077,
40768,,,0.001,,,
40799,,,0.001,,,
40799,637,0.2333781123161316,,,,
40831,637,,,0.034929901361465454,,
40831,637,,,,0.22310321033000946,
40832,,,0.001,,,
40849,,,0.001,,,
40849,638,0.252458393573761,,,,
40895,638,,,0.03514508530497551,,
40895,638,,,,0.2201700359582901,
40896,,,0.001,,,
40899,,,0.001,,,
40899,639,0.2331005334854126,,,,
40949,,,0.001,,,
40949,639,0.22572080790996552,,,,
40959,639,,,0.03362984582781792,,
40959,639,,,,0.2194756418466568,
40960,,,0.001,,,
40999,,,0.001,,,
40999,640,0.2131449282169342,,,,
41023,640,,,0.033578790724277496,,
41023,640,,,,0.22305797040462494,
41024,,,0.001,,,
41049,,,0.001,,,
41049,641,0.14250317215919495,,,,
41087,641,,,0.03685027360916138,,
41087,641,,,,0.22067013382911682,
41088,,,0.001,,,
41099,,,0.001,,,
41099,642,0.24506062269210815,,,,
41149,,,0.001,,,
41149,642,0.1973041146993637,,,,
41151,642,,,0.03327895700931549,,
41151,642,,,,0.2239397168159485,
41152,,,0.001,,,
41199,,,0.001,,,
41199,643,0.27563002705574036,,,,
41215,643,,,0.03252747654914856,,
41215,643,,,,0.2201014906167984,
41216,,,0.001,,,
41249,,,0.001,,,
41249,644,0.3156106770038605,,,,
41279,644,,,0.03574409708380699,,
41279,644,,,,0.2192048728466034,
41280,,,0.001,,,
41299,,,0.001,,,
41299,645,0.11578846722841263,,,,
